date,equipe_dom,score_dom,score_ext,equipe_ext,classement_dom,classement_ext
14 janvier 2018 Saison régulière,Toronto Raptors,,,Golden State Warriors,,
14 janvier 2018 Saison régulière,Chicago Bulls,,,Detroit Pistons,,
14 janvier 2018 Saison régulière,San Antonio Spurs,,,Denver Nuggets,,
14 janvier 2018 Saison régulière,Miami Heat,,,Milwaukee Bucks,,
14 janvier 2018 Saison régulière,New York Knicks,,,New Orleans Pelicans,,
13 janvier 2018 Saison régulière,Indiana Pacers,,,Cleveland Cavaliers,,
13 janvier 2018 Saison régulière,Washington Wizards,,,Orlando Magic,,
13 janvier 2018 Saison régulière,Charlotte Hornets,,,Utah Jazz,,
13 janvier 2018 Saison régulière,Atlanta Hawks,,,Brooklyn Nets,,
13 janvier 2018 Saison régulière,New Orleans Pelicans,,,Portland Trail Blazers,,
13 janvier 2018 Saison régulière,Milwaukee Bucks,,,Golden State Warriors,,
13 janvier 2018 Saison régulière,Minnesota Timberwolves,,,New York Knicks,,
13 janvier 2018 Saison régulière,Denver Nuggets,,,Memphis Grizzlies,,
13 janvier 2018 Saison régulière,Phoenix Suns,,,Houston Rockets,,
13 janvier 2018 Saison régulière,Dallas Mavericks,,,LA Lakers,,
13 janvier 2018 Saison régulière,LA Clippers,,,Sacramento Kings,,
13 janvier 2018 Saison régulière,Charlotte Hornets,,,Oklahoma City Thunder,,
12 janvier 2018 Saison régulière,Toronto Raptors,,,Cleveland Cavaliers,,
12 janvier 2018 Saison régulière,Sacramento Kings,,,LA Clippers,,
12 janvier 2018 Saison régulière,LA Lakers,,,San Antonio Spurs,,
11 janvier 2018 Saison régulière,Indiana Pacers,,,Miami Heat,,
11 janvier 2018 Saison régulière,Washington Wizards,,,Utah Jazz,,
11 janvier 2018 Saison régulière,Charlotte Hornets,,,Dallas Mavericks,,
11 janvier 2018 Saison régulière,New York Knicks,,,Chicago Bulls,,
11 janvier 2018 Saison régulière,Brooklyn Nets,,,Detroit Pistons,,
11 janvier 2018 Saison régulière,Milwaukee Bucks,,,Orlando Magic,,
11 janvier 2018 Saison régulière,Houston Rockets,,,Portland Trail Blazers,,
11 janvier 2018 Saison régulière,Minnesota Timberwolves,,,Oklahoma City Thunder,,
11 janvier 2018 Saison régulière,Memphis Grizzlies,,,New Orleans Pelicans,,
11 janvier 2018 Saison régulière,Denver Nuggets,,,Atlanta Hawks,,
11 janvier 2018 Saison régulière,Golden State Warriors,,,LA Clippers,,
11 janvier 2018 Saison régulière,Philadelphia 76ers,,,Boston Celtics,,
10 janvier 2018 Saison régulière,Toronto Raptors,,,Miami Heat,,
10 janvier 2018 Saison régulière,Oklahoma City Thunder,,,Portland Trail Blazers,,
10 janvier 2018 Saison régulière,Dallas Mavericks,,,Orlando Magic,,
10 janvier 2018 Saison régulière,LA Lakers,,,Sacramento Kings,,
9 janvier 2018 Saison régulière,Indiana Pacers,,,Milwaukee Bucks,,
9 janvier 2018 Saison régulière,Brooklyn Nets,,,Toronto Raptors,,
9 janvier 2018 Saison régulière,Chicago Bulls,,,Houston Rockets,,
9 janvier 2018 Saison régulière,New Orleans Pelicans,,,Detroit Pistons,,
9 janvier 2018 Saison régulière,Minnesota Timberwolves,,,Cleveland Cavaliers,,
9 janvier 2018 Saison régulière,Sacramento Kings,,,San Antonio Spurs,,
9 janvier 2018 Saison régulière,Golden State Warriors,,,Denver Nuggets,,
9 janvier 2018 Saison régulière,LA Clippers,,,Atlanta Hawks,,
8 janvier 2018 Saison régulière,Dallas Mavericks,,,New York Knicks,,
8 janvier 2018 Saison régulière,Phoenix Suns,,,Oklahoma City Thunder,,
8 janvier 2018 Saison régulière,Portland Trail Blazers,,,San Antonio Spurs,,
8 janvier 2018 Saison régulière,LA Lakers,,,Atlanta Hawks,,
7 janvier 2018 Saison régulière,Brooklyn Nets,,,Boston Celtics,,
7 janvier 2018 Saison régulière,Detroit Pistons,,,Houston Rockets,,
7 janvier 2018 Saison régulière,Indiana Pacers,,,Chicago Bulls,,
7 janvier 2018 Saison régulière,Orlando Magic,,,Cleveland Cavaliers,,
7 janvier 2018 Saison régulière,Washington Wizards,,,Milwaukee Bucks,,
7 janvier 2018 Saison régulière,Minnesota Timberwolves,,,New Orleans Pelicans,,
7 janvier 2018 Saison régulière,Sacramento Kings,,,Denver Nuggets,,
6 janvier 2018 Saison régulière,Miami Heat,,,New York Knicks,,
7 janvier 2018 Saison régulière,Miami Heat,,,Utah Jazz,,
6 janvier 2018 Saison régulière,Philadelphia 76ers,,,Detroit Pistons,,
6 janvier 2018 Saison régulière,Boston Celtics,,,Minnesota Timberwolves,,
6 janvier 2018 Saison régulière,Milwaukee Bucks,,,Toronto Raptors,,
6 janvier 2018 Saison régulière,Dallas Mavericks,,,Chicago Bulls,,
6 janvier 2018 Saison régulière,San Antonio Spurs,,,Phoenix Suns,,
6 janvier 2018 Saison régulière,Denver Nuggets,,,Utah Jazz,,
6 janvier 2018 Saison régulière,Memphis Grizzlies,,,Washington Wizards,,
6 janvier 2018 Saison régulière,Portland Trail Blazers,,,Atlanta Hawks,,
6 janvier 2018 Saison régulière,LA Lakers,,,Charlotte Hornets,,
6 janvier 2018 Saison régulière,LA Clippers,,,Golden State Warriors,,
5 janvier 2018 Saison régulière,Houston Rockets,,,Golden State Warriors,,
5 janvier 2018 Saison régulière,LA Clippers,,,Oklahoma City Thunder,,
4 janvier 2018 Saison régulière,Orlando Magic,,,Houston Rockets,,
4 janvier 2018 Saison régulière,Philadelphia 76ers,,,San Antonio Spurs,,
4 janvier 2018 Saison régulière,Washington Wizards,,,New York Knicks,,
4 janvier 2018 Saison régulière,Miami Heat,,,Detroit Pistons,,
4 janvier 2018 Saison régulière,Brooklyn Nets,,,Minnesota Timberwolves,,
4 janvier 2018 Saison régulière,Chicago Bulls,,,Toronto Raptors,,
4 janvier 2018 Saison régulière,Milwaukee Bucks,,,Indiana Pacers,,
1 janvier 2018 Saison régulière,LA Clippers,,,Charlotte Hornets,,
4 janvier 2018 Saison régulière,Boston Celtics,,,Cleveland Cavaliers,,
4 janvier 2018 Saison régulière,Dallas Mavericks,,,Golden State Warriors,,
4 janvier 2018 Saison régulière,Denver Nuggets,,,Phoenix Suns,,
1 janvier 2018 Saison régulière,Sacramento Kings,,,Memphis Grizzlies,,
1 janvier 2018 Saison régulière,Houston Rockets,,,LA Lakers,,
1 janvier 2018 Saison régulière,Oklahoma City Thunder,,,Dallas Mavericks,,
1 janvier 2018 Saison régulière,Phoenix Suns,,,Philadelphia 76ers,,
2 janvier 2018 Saison régulière,Toronto Raptors,,,Milwaukee Bucks,,
4 janvier 2018 Saison régulière,Utah Jazz,,,New Orleans Pelicans,,
4 janvier 2018 Saison régulière,LA Lakers,,,Oklahoma City Thunder,,
2 janvier 2018 Saison régulière,Brooklyn Nets,,,Orlando Magic,,
2 janvier 2018 Saison régulière,Chicago Bulls,,,Portland Trail Blazers,,
2 janvier 2018 Saison régulière,Minnesota Timberwolves,,,LA Lakers,,
3 janvier 2018 Saison régulière,Cleveland Cavaliers,,,Portland Trail Blazers,,
3 janvier 2018 Saison régulière,New York Knicks,,,San Antonio Spurs,,
3 janvier 2018 Saison régulière,Phoenix Suns,,,Atlanta Hawks,,
31 décembre 2017 Saison régulière,New Orleans Pelicans,,,New York Knicks,,
3 janvier 2018 Saison régulière,Sacramento Kings,,,Charlotte Hornets,,
3 janvier 2018 Saison régulière,LA Clippers,,,Memphis Grizzlies,,
31 décembre 2017 Saison régulière,Detroit Pistons,,,San Antonio Spurs,,
31 décembre 2017 Saison régulière,Orlando Magic,,,Miami Heat,,
31 décembre 2017 Saison régulière,Atlanta Hawks,,,Portland Trail Blazers,,
31 décembre 2017 Saison régulière,Utah Jazz,,,Cleveland Cavaliers,,
31 décembre 2017 Saison régulière,Golden State Warriors,,,Memphis Grizzlies,,
31 décembre 2017 Saison régulière,Denver Nuggets,,,Philadelphia 76ers,,
31 décembre 2017 Saison régulière,Washington Wizards,,,Chicago Bulls,,
30 décembre 2017 Saison régulière,Washington Wizards,,,Houston Rockets,,
31 décembre 2017 Saison régulière,Indiana Pacers,,,Minnesota Timberwolves,,
31 décembre 2017 Saison régulière,Boston Celtics,,,Brooklyn Nets,,
30 décembre 2017 Saison régulière,Toronto Raptors,,,Atlanta Hawks,,
30 décembre 2017 Saison régulière,Chicago Bulls,,,Indiana Pacers,,
30 décembre 2017 Saison régulière,New Orleans Pelicans,,,Dallas Mavericks,,
30 décembre 2017 Saison régulière,Miami Heat,,,Brooklyn Nets,,
30 décembre 2017 Saison régulière,Oklahoma City Thunder,,,Milwaukee Bucks,,
30 décembre 2017 Saison régulière,Sacramento Kings,,,Phoenix Suns,,
30 décembre 2017 Saison régulière,Golden State Warriors,,,Charlotte Hornets,,
30 décembre 2017 Saison régulière,LA Lakers,,,LA Clippers,,
29 décembre 2017 Saison régulière,Orlando Magic,,,Detroit Pistons,,
29 décembre 2017 Saison régulière,Milwaukee Bucks,,,Minnesota Timberwolves,,
29 décembre 2017 Saison régulière,Boston Celtics,,,Houston Rockets,,
29 décembre 2017 Saison régulière,San Antonio Spurs,,,New York Knicks,,
29 décembre 2017 Saison régulière,Portland Trail Blazers,,,Philadelphia 76ers,,
27 décembre 2017 Saison régulière,Detroit Pistons,,,Indiana Pacers,,
28 décembre 2017 Saison régulière,Indiana Pacers,,,Dallas Mavericks,,
27 décembre 2017 Saison régulière,Dallas Mavericks,,,Toronto Raptors,,
27 décembre 2017 Saison régulière,Miami Heat,,,Orlando Magic,,
27 décembre 2017 Saison régulière,Milwaukee Bucks,,,Chicago Bulls,,
28 décembre 2017 Saison régulière,Charlotte Hornets,,,Boston Celtics,,
28 décembre 2017 Saison régulière,Atlanta Hawks,,,Washington Wizards,,
28 décembre 2017 Saison régulière,Chicago Bulls,,,New York Knicks,,
28 décembre 2017 Saison régulière,New Orleans Pelicans,,,Brooklyn Nets,,
26 décembre 2017 Saison régulière,Oklahoma City Thunder,,,Houston Rockets,,
27 décembre 2017 Saison régulière,San Antonio Spurs,,,Brooklyn Nets,,
27 décembre 2017 Saison régulière,Phoenix Suns,,,Memphis Grizzlies,,
27 décembre 2017 Saison régulière,Denver Nuggets,,,Utah Jazz,,
28 décembre 2017 Saison régulière,Minnesota Timberwolves,,,Denver Nuggets,,
28 décembre 2017 Saison régulière,Oklahoma City Thunder,,,Toronto Raptors,,
28 décembre 2017 Saison régulière,Sacramento Kings,,,Cleveland Cavaliers,,
26 décembre 2017 Saison régulière,LA Lakers,,,Minnesota Timberwolves,,
27 décembre 2017 Saison régulière,LA Clippers,,,Sacramento Kings,,
28 décembre 2017 Saison régulière,Golden State Warriors,,,Utah Jazz,,
28 décembre 2017 Saison régulière,LA Lakers,,,Memphis Grizzlies,,
25 décembre 2017 Saison régulière,New York Knicks,,,Philadelphia 76ers,,
24 décembre 2017 Saison régulière,Indiana Pacers,,,Brooklyn Nets,,
25 décembre 2017 Saison régulière,Golden State Warriors,,,Cleveland Cavaliers,,
25 décembre 2017 Saison régulière,Boston Celtics,,,Washington Wizards,,
24 décembre 2017 Saison régulière,Washington Wizards,,,Orlando Magic,,
24 décembre 2017 Saison régulière,Charlotte Hornets,,,Milwaukee Bucks,,
24 décembre 2017 Saison régulière,Atlanta Hawks,,,Dallas Mavericks,,
23 décembre 2017 Saison régulière,Detroit Pistons,104,101,New York Knicks,#7,#8
24 décembre 2017 Saison régulière,Boston Celtics,,,Chicago Bulls,,
24 décembre 2017 Saison régulière,Miami Heat,,,New Orleans Pelicans,,
24 décembre 2017 Saison régulière,Utah Jazz,,,Oklahoma City Thunder,,
23 décembre 2017 Saison régulière,Orlando Magic,97,111,New Orleans Pelicans,#13,#8
23 décembre 2017 Saison régulière,Brooklyn Nets,119,84,Washington Wizards,#11,#4
23 décembre 2017 Saison régulière,Milwaukee Bucks,109,104,Charlotte Hornets,#6,#12
24 décembre 2017 Saison régulière,Memphis Grizzlies,,,LA Clippers,,
24 décembre 2017 Saison régulière,Golden State Warriors,,,Denver Nuggets,,
24 décembre 2017 Saison régulière,Phoenix Suns,,,Minnesota Timberwolves,,
23 décembre 2017 Saison régulière,Miami Heat,113,101,Dallas Mavericks,#9,#14
23 décembre 2017 Saison régulière,Houston Rockets,118,128,LA Clippers,#1,#10
23 décembre 2017 Saison régulière,Oklahoma City Thunder,120,117,Atlanta Hawks,#7,#15
24 décembre 2017 Saison régulière,LA Lakers,,,Portland Trail Blazers,,
24 décembre 2017 Saison régulière,Sacramento Kings,,,San Antonio Spurs,,
23 décembre 2017 Saison régulière,Portland Trail Blazers,85,102,Denver Nuggets,#5,#6
23 décembre 2017 Saison régulière,Golden State Warriors,113,106,LA Lakers,#2,#11
23 décembre 2017 Saison régulière,Toronto Raptors,,,Philadelphia 76ers,#2,#10
22 décembre 2017 Saison régulière,Cleveland Cavaliers,115,112,Chicago Bulls,#3,#14
22 décembre 2017 Saison régulière,Philadelphia 76ers,109,114,Toronto Raptors,#10,#2
22 décembre 2017 Saison régulière,New York Knicks,102,93,Boston Celtics,#8,#1
22 décembre 2017 Saison régulière,Phoenix Suns,97,95,Memphis Grizzlies,#13,#14
22 décembre 2017 Saison régulière,Utah Jazz,100,89,San Antonio Spurs,#9,#3
21 décembre 2017 Saison régulière,Charlotte Hornets,111,129,Toronto Raptors,#12,#3
20 décembre 2017 Saison régulière,Philadelphia 76ers,95,101,Sacramento Kings,#10,#13
21 décembre 2017 Saison régulière,Atlanta Hawks,95,105,Indiana Pacers,#15,#7
21 décembre 2017 Saison régulière,Boston Celtics,89,90,Miami Heat,#1,#9
21 décembre 2017 Saison régulière,Brooklyn Nets,99,104,Sacramento Kings,#11,#13
20 décembre 2017 Saison régulière,Washington Wizards,116,106,New Orleans Pelicans,#4,#7
20 décembre 2017 Saison régulière,Milwaukee Bucks,119,116,Cleveland Cavaliers,#7,#2
16 décembre 2017 Saison régulière,Indiana Pacers,98,104,Detroit Pistons,#6,#7
21 décembre 2017 Saison régulière,Chicago Bulls,112,94,Orlando Magic,#14,#13
21 décembre 2017 Saison régulière,Houston Rockets,116,122,LA Lakers,#1,#11
18 décembre 2017 Saison régulière,Washington Wizards,99,106,Cleveland Cavaliers,#4,#2
16 décembre 2017 Saison régulière,Orlando Magic,88,95,Portland Trail Blazers,#12,#6
16 décembre 2017 Saison régulière,Philadelphia 76ers,117,119,Oklahoma City Thunder,#9,#8
19 décembre 2017 Saison régulière,Indiana Pacers,111,112,Boston Celtics,#6,#1
17 décembre 2017 Saison régulière,Charlotte Hornets,91,93,Portland Trail Blazers,#13,#6
21 décembre 2017 Saison régulière,Oklahoma City Thunder,107,79,Utah Jazz,#7,#9
21 décembre 2017 Saison régulière,Dallas Mavericks,110,93,Detroit Pistons,#15,#5
21 décembre 2017 Saison régulière,Denver Nuggets,104,112,Minnesota Timberwolves,#6,#4
18 décembre 2017 Saison régulière,Brooklyn Nets,97,109,Indiana Pacers,#11,#6
16 décembre 2017 Saison régulière,Washington Wizards,100,91,LA Clippers,#4,#10
16 décembre 2017 Saison régulière,Charlotte Hornets,98,104,Miami Heat,#13,#10
16 décembre 2017 Saison régulière,Toronto Raptors,120,87,Brooklyn Nets,#3,#11
19 décembre 2017 Saison régulière,Charlotte Hornets,109,91,New York Knicks,#13,#7
19 décembre 2017 Saison régulière,Atlanta Hawks,110,104,Miami Heat,#15,#9
19 décembre 2017 Saison régulière,Chicago Bulls,117,115,Philadelphia 76ers,#14,#10
19 décembre 2017 Saison régulière,Houston Rockets,120,99,Utah Jazz,#1,#9
15 décembre 2017 Saison régulière,Atlanta Hawks,91,105,Detroit Pistons,#15,#8
17 décembre 2017 Saison régulière,Cleveland Cavaliers,109,100,Utah Jazz,#2,#9
17 décembre 2017 Saison régulière,New York Knicks,111,96,Oklahoma City Thunder,#8,#8
17 décembre 2017 Saison régulière,Miami Heat,90,85,LA Clippers,#9,#10
21 décembre 2017 Saison régulière,Portland Trail Blazers,91,93,San Antonio Spurs,#5,#3
21 décembre 2017 Saison régulière,Golden State Warriors,97,84,Memphis Grizzlies,#2,#14
21 décembre 2017 Saison régulière,LA Clippers,108,95,Phoenix Suns,#10,#12
16 décembre 2017 Saison régulière,Boston Celtics,95,107,Utah Jazz,#1,#9
16 décembre 2017 Saison régulière,Milwaukee Bucks,109,115,Chicago Bulls,#5,#14
16 décembre 2017 Saison régulière,Memphis Grizzlies,96,94,Atlanta Hawks,#14,#15
19 décembre 2017 Saison régulière,Minnesota Timberwolves,108,107,Portland Trail Blazers,#4,#5
19 décembre 2017 Saison régulière,Oklahoma City Thunder,95,94,Denver Nuggets,#8,#6
19 décembre 2017 Saison régulière,Dallas Mavericks,91,97,Phoenix Suns,#15,#12
15 décembre 2017 Saison régulière,Brooklyn Nets,104,111,New York Knicks,#11,#9
15 décembre 2017 Saison régulière,Cleveland Cavaliers,121,112,LA Lakers,#2,#11
15 décembre 2017 Saison régulière,Minnesota Timberwolves,119,96,Sacramento Kings,#4,#12
9 décembre 2017 Saison régulière,Detroit Pistons,98,102,Golden State Warriors,#5,#2
17 décembre 2017 Saison régulière,Houston Rockets,115,111,Milwaukee Bucks,#1,#5
17 décembre 2017 Saison régulière,Minnesota Timberwolves,106,108,Phoenix Suns,#4,#14
17 décembre 2017 Saison régulière,San Antonio Spurs,98,96,Dallas Mavericks,#3,#15
16 décembre 2017 Saison régulière,Denver Nuggets,117,111,New Orleans Pelicans,#5,#7
16 décembre 2017 Saison régulière,Houston Rockets,124,109,San Antonio Spurs,#1,#3
19 décembre 2017 Saison régulière,San Antonio Spurs,109,91,LA Clippers,#3,#10
19 décembre 2017 Saison régulière,LA Lakers,114,116,Golden State Warriors,#11,#2
15 décembre 2017 Saison régulière,Golden State Warriors,112,97,Dallas Mavericks,#2,#14
9 décembre 2017 Saison régulière,Indiana Pacers,106,102,Cleveland Cavaliers,#7,#2
9 décembre 2017 Saison régulière,Orlando Magic,89,103,Denver Nuggets,#11,#6
17 décembre 2017 Saison régulière,Memphis Grizzlies,93,102,Boston Celtics,#13,#1
17 décembre 2017 Saison régulière,Toronto Raptors,108,93,Sacramento Kings,#3,#12
17 décembre 2017 Saison régulière,Detroit Pistons,114,110,Orlando Magic,#6,#12
9 décembre 2017 Saison régulière,Charlotte Hornets,111,119,Chicago Bulls,#13,#15
9 décembre 2017 Saison régulière,New Orleans Pelicans,109,116,Sacramento Kings,#7,#14
14 décembre 2017 Saison régulière,Indiana Pacers,95,100,Oklahoma City Thunder,#6,#9
9 décembre 2017 Saison régulière,Milwaukee Bucks,109,102,Dallas Mavericks,#6,#15
9 décembre 2017 Saison régulière,Memphis Grizzlies,107,116,Toronto Raptors,#12,#3
14 décembre 2017 Saison régulière,Orlando Magic,95,106,LA Clippers,#12,#10
14 décembre 2017 Saison régulière,Washington Wizards,93,87,Memphis Grizzlies,#4,#14
12 décembre 2017 Saison régulière,Chicago Bulls,108,85,Boston Celtics,#15,#1
9 décembre 2017 Saison régulière,San Antonio Spurs,105,102,Boston Celtics,#3,#1
9 décembre 2017 Saison régulière,LA Clippers,113,112,Washington Wizards,#11,#4
14 décembre 2017 Saison régulière,Boston Celtics,124,118,Denver Nuggets,#1,#5
14 décembre 2017 Saison régulière,Miami Heat,95,102,Portland Trail Blazers,#10,#6
14 décembre 2017 Saison régulière,Chicago Bulls,103,100,Utah Jazz,#14,#8
11 décembre 2017 Saison régulière,New Orleans Pelicans,131,124,Philadelphia 76ers,#7,#8
12 décembre 2017 Saison régulière,Houston Rockets,130,123,New Orleans Pelicans,#1,#7
12 décembre 2017 Saison régulière,Memphis Grizzlies,82,107,Miami Heat,#13,#10
12 décembre 2017 Saison régulière,Oklahoma City Thunder,103,116,Charlotte Hornets,#9,#13
13 décembre 2017 Saison régulière,Cleveland Cavaliers,123,114,Atlanta Hawks,#2,#15
14 décembre 2017 Saison régulière,New Orleans Pelicans,115,108,Milwaukee Bucks,#7,#5
14 décembre 2017 Saison régulière,Phoenix Suns,109,115,Toronto Raptors,#13,#3
11 décembre 2017 Saison régulière,Minnesota Timberwolves,97,92,Dallas Mavericks,#4,#15
11 décembre 2017 Saison régulière,New York Knicks,111,107,Atlanta Hawks,#9,#14
12 décembre 2017 Saison régulière,Golden State Warriors,111,104,Portland Trail Blazers,#2,#6
12 décembre 2017 Saison régulière,LA Clippers,96,91,Toronto Raptors,#11,#2
13 décembre 2017 Saison régulière,Detroit Pistons,84,103,Denver Nuggets,#7,#5
13 décembre 2017 Saison régulière,New York Knicks,113,109,LA Lakers,#8,#11
8 décembre 2017 Saison régulière,Philadelphia 76ers,104,107,LA Lakers,#6,#11
14 décembre 2017 Saison régulière,Houston Rockets,108,96,Charlotte Hornets,#1,#13
10 décembre 2017 Saison régulière,Brooklyn Nets,89,101,Miami Heat,#11,#10
13 décembre 2017 Saison régulière,Brooklyn Nets,103,98,Washington Wizards,#11,#4
13 décembre 2017 Saison régulière,Minnesota Timberwolves,112,118,Philadelphia 76ers,#4,#10
13 décembre 2017 Saison régulière,Dallas Mavericks,95,89,San Antonio Spurs,#15,#3
8 décembre 2017 Saison régulière,Phoenix Suns,99,109,Washington Wizards,#12,#4
8 décembre 2017 Saison régulière,Brooklyn Nets,100,95,Oklahoma City Thunder,#12,#9
8 décembre 2017 Saison régulière,Utah Jazz,101,112,Houston Rockets,#7,#1
7 décembre 2017 Saison régulière,Cleveland Cavaliers,101,95,Sacramento Kings,#2,#14
10 décembre 2017 Saison régulière,Charlotte Hornets,99,110,LA Lakers,#13,#11
10 décembre 2017 Saison régulière,Atlanta Hawks,117,110,Orlando Magic,#14,#12
10 décembre 2017 Saison régulière,Chicago Bulls,104,102,New York Knicks,#15,#9
13 décembre 2017 Saison régulière,Sacramento Kings,99,92,Phoenix Suns,#13,#12
7 décembre 2017 Saison régulière,Indiana Pacers,98,96,Chicago Bulls,#8,#15
7 décembre 2017 Saison régulière,Orlando Magic,110,106,Atlanta Hawks,#12,#14
7 décembre 2017 Saison régulière,Boston Celtics,97,90,Dallas Mavericks,#1,#15
7 décembre 2017 Saison régulière,New York Knicks,99,88,Memphis Grizzlies,#9,#12
10 décembre 2017 Saison régulière,Cleveland Cavaliers,105,98,Philadelphia 76ers,#3,#8
10 décembre 2017 Saison régulière,Milwaukee Bucks,117,100,Utah Jazz,#5,#7
10 décembre 2017 Saison régulière,Phoenix Suns,101,104,San Antonio Spurs,#12,#3
7 décembre 2017 Saison régulière,New Orleans Pelicans,123,114,Denver Nuggets,#8,#4
7 décembre 2017 Saison régulière,Milwaukee Bucks,104,100,Detroit Pistons,#7,#5
7 décembre 2017 Saison régulière,Charlotte Hornets,87,101,Golden State Warriors,#11,#2
10 décembre 2017 Saison régulière,Memphis Grizzlies,101,102,Oklahoma City Thunder,#13,#9
10 décembre 2017 Saison régulière,Portland Trail Blazers,117,124,Houston Rockets,#6,#1
10 décembre 2017 Saison régulière,Sacramento Kings,87,102,Toronto Raptors,#13,#2
7 décembre 2017 Saison régulière,San Antonio Spurs,117,105,Miami Heat,#3,#10
7 décembre 2017 Saison régulière,LA Clippers,107,113,Minnesota Timberwolves,#10,#5
10 décembre 2017 Saison régulière,Detroit Pistons,81,91,Boston Celtics,#7,#1
10 décembre 2017 Saison régulière,Indiana Pacers,126,116,Denver Nuggets,#6,#5
6 décembre 2017 Saison régulière,Toronto Raptors,126,113,Phoenix Suns,#3,#11
6 décembre 2017 Saison régulière,Oklahoma City Thunder,100,94,Utah Jazz,#9,#7
6 décembre 2017 Saison régulière,Portland Trail Blazers,92,106,Washington Wizards,#4,#4
4 décembre 2017 Saison régulière,Miami Heat,95,123,Golden State Warriors,#10,#2
4 décembre 2017 Saison régulière,Minnesota Timberwolves,112,106,LA Clippers,#5,#10
4 décembre 2017 Saison régulière,Oklahoma City Thunder,90,87,San Antonio Spurs,#9,#3
4 décembre 2017 Saison régulière,LA Lakers,95,118,Houston Rockets,#11,#1
5 décembre 2017 Saison régulière,Indiana Pacers,115,97,New York Knicks,#8,#9
5 décembre 2017 Saison régulière,Philadelphia 76ers,101,115,Phoenix Suns,#6,#12
5 décembre 2017 Saison régulière,Charlotte Hornets,104,94,Orlando Magic,#12,#11
5 décembre 2017 Saison régulière,Atlanta Hawks,90,110,Brooklyn Nets,#14,#13
5 décembre 2017 Saison régulière,Boston Celtics,111,100,Milwaukee Bucks,#1,#7
5 décembre 2017 Saison régulière,Chicago Bulls,91,113,Cleveland Cavaliers,#15,#2
5 décembre 2017 Saison régulière,New Orleans Pelicans,115,125,Golden State Warriors,#8,#2
5 décembre 2017 Saison régulière,Memphis Grizzlies,95,92,Minnesota Timberwolves,#13,#5
5 décembre 2017 Saison régulière,Dallas Mavericks,122,105,Denver Nuggets,#15,#4
5 décembre 2017 Saison régulière,San Antonio Spurs,96,93,Detroit Pistons,#3,#5
5 décembre 2017 Saison régulière,Utah Jazz,116,69,Washington Wizards,#7,#4
2 décembre 2017 Saison régulière,Orlando Magic,112,133,Golden State Warriors,#11,#2
2 décembre 2017 Saison régulière,Washington Wizards,109,91,Detroit Pistons,#4,#2
2 décembre 2017 Saison régulière,Toronto Raptors,120,115,Indiana Pacers,#5,#8
3 décembre 2017 Saison régulière,Cleveland Cavaliers,116,111,Memphis Grizzlies,#2,#12
2 décembre 2017 Saison régulière,Chicago Bulls,106,107,Sacramento Kings,#15,#14
2 décembre 2017 Saison régulière,Miami Heat,105,100,Charlotte Hornets,#10,#12
2 décembre 2017 Saison régulière,Memphis Grizzlies,79,95,San Antonio Spurs,#12,#3
1 décembre 2017 Saison régulière,Atlanta Hawks,114,121,Cleveland Cavaliers,#14,#3
30 novembre 2017 Saison régulière,Detroit Pistons,131,107,Phoenix Suns,#2,#13
3 décembre 2017 Saison régulière,Philadelphia 76ers,108,103,Detroit Pistons,#6,#3
3 décembre 2017 Saison régulière,Milwaukee Bucks,109,104,Sacramento Kings,#7,#14
2 décembre 2017 Saison régulière,Oklahoma City Thunder,111,107,Minnesota Timberwolves,#9,#4
2 décembre 2017 Saison régulière,Utah Jazz,114,108,New Orleans Pelicans,#8,#7
1 décembre 2017 Saison régulière,Boston Celtics,108,97,Philadelphia 76ers,#1,#6
1 décembre 2017 Saison régulière,Denver Nuggets,111,110,Chicago Bulls,#6,#15
30 novembre 2017 Saison régulière,Orlando Magic,121,108,Oklahoma City Thunder,#12,#9
30 novembre 2017 Saison régulière,Philadelphia 76ers,118,113,Washington Wizards,#6,#4
3 décembre 2017 Saison régulière,Denver Nuggets,115,100,LA Lakers,#5,#11
3 décembre 2017 Saison régulière,Portland Trail Blazers,116,123,New Orleans Pelicans,#4,#8
29 novembre 2017 Saison régulière,Cleveland Cavaliers,108,97,Miami Heat,#3,#8
2 décembre 2017 Saison régulière,Boston Celtics,116,111,Phoenix Suns,#1,#13
2 décembre 2017 Saison régulière,Dallas Mavericks,108,82,LA Clippers,#15,#10
1 décembre 2017 Saison régulière,Portland Trail Blazers,91,103,Milwaukee Bucks,#4,#8
1 décembre 2017 Saison régulière,LA Clippers,107,126,Utah Jazz,#9,#8
30 novembre 2017 Saison régulière,Toronto Raptors,126,113,Charlotte Hornets,#5,#11
30 novembre 2017 Saison régulière,New York Knicks,115,86,Miami Heat,#9,#9
28 novembre 2017 Saison régulière,Indiana Pacers,121,109,Orlando Magic,#7,#12
3 décembre 2017 Saison régulière,New York Knicks,100,105,Orlando Magic,#8,#11
29 novembre 2017 Saison régulière,Chicago Bulls,99,104,Phoenix Suns,#15,#13
29 novembre 2017 Saison régulière,Minnesota Timberwolves,89,92,Washington Wizards,#5,#4
29 novembre 2017 Saison régulière,Sacramento Kings,87,112,Milwaukee Bucks,#14,#9
2 décembre 2017 Saison régulière,Brooklyn Nets,102,114,Atlanta Hawks,#13,#14
